0	0.708274
1	0.888606
2	-1.14586e-41
3	0.35468
4	0.537247
5	-6.92781e-42
6	8.93341e-83
7	0.286852
8	0.255121
9	0.308419
10	-3.97706e-42
11	0.953368
12	0.31073
13	0.265829
14	0.299776
15	0.240781
16	0.214639
17	0.955445
18	0.93279
19	0.33401
20	0.352778
21	0.32174
22	-4.14885e-42
23	5.34994e-83
24	0.244354
25	0.510935
26	0.919958
27	0.457355
28	-5.8976e-42
29	0.273376
30	0.253605
31	0.92203
32	0.273584
33	-3.52787e-42
34	0.277089
35	0.878803
36	-1.13322e-41
37	0.343754
38	-4.43271e-42
39	0.314931
40	0.681549
41	0.872494
42	0.837569
43	0.408562
44	0.693759
45	0.541917
46	0.653099
47	0.61402
48	-7.91779e-42
49	0.440957
50	0.489745
51	0.445817
52	1.26012
53	-1.62493e-41
54	0.805677
55	0.841876
56	0.818605
57	-1.05559e-41
58	0.469664
59	0.446415
60	-5.75653e-42
61	0.66156
62	0.330584
63	-4.26288e-42
64	0.269373
65	-3.47356e-42
66	0.406243
67	0.21328
68	0.319598
69	0.17811
70	0.248789
71	-3.20814e-42
72	0.957812
73	0.253955
74	0.199951
75	0.197463
76	0.185738
77	-2.39509e-42
78	0.241691
79	0.221807
80	0.148092
81	0.961505
82	0.945339
83	0.904816
84	0.349703
85	0.379427
86	0.790452
87	0.419814
88	0.411215
89	0.370596
90	0.638919
91	0.526915
92	0.244132
93	-3.14809e-42
94	0.917167
95	-1.18269e-41
96	0.40038
97	-5.1629e-42
98	0.264722
99	-3.4136e-42
100	0.897311
101	-1.15708e-41
102	1.49206e-82
103	0.331473
104	0.455805
105	0.858966
106	0.451026
107	0.826745
108	0.490336
109	0.771185
110	0.534221
111	0.504015
112	0.50167
113	0.378647
114	0.320201
115	0.269593
116	0.894983
117	0.263824
118	0.863427
119	0.811372
120	-1.04626e-41
121	0.644427
122	-8.30989e-42
123	1.07156e-82
124	-1.38178e-123
125	0.700556
126	0.805736
127	0.592657
128	0.715905
129	-9.23161e-42
130	0.614411
131	0.537441
132	0.757204
133	0.508738
134	0.739173
135	0.520632
136	0.682717
137	-8.80364e-42
138	0.590016
139	0.547404
140	0.617415
141	-7.96157e-42
142	0.776081
143	0.529361
144	0.495214
145	0.403127
146	0.376244
147	0.326107
148	-4.20515e-42
149	0.270081
150	0.2509
151	0.227054
152	0.206637
153	0.933276
154	-1.20346e-41
155	0.262824
156	0.240334
157	0.228186
158	-2.94246e-42
159	3.79431e-83
160	0.198231
161	0.221116
162	-2.85129e-42
163	3.67675e-83
164	0.19396
165	0.941778
166	0.222764
167	-2.87254e-42
168	0.912019
169	0.294377
170	-3.796e-42
171	0.309067
172	0.288468
173	-3.71979e-42
174	0.24503
175	0.223846
176	-2.88649e-42
177	0.191449
178	0.924225
179	-1.19179e-41
180	0.2356
181	0.23253
182	-2.99848e-42
183	3.86655e-83
184	0.207381
185	0.905352
186	0.876325
187	0.447976
188	0.346025
189	-4.462e-42
190	0.810245
191	0.501256
192	0.486753
193	0.781034
194	0.444096
195	-5.72662e-42
196	0.472553
197	0.772001
198	0.459489
199	0.731289
200	0.538095
201	0.666213
202	0.579356
203	0.605262
204	0.502051
205	0.433879
206	0.367877
207	0.374432
208	0.322579
209	-4.15966e-42
210	5.36388e-83
211	0.901147
212	0.291936
213	0.28126
214	0.290128
215	0.882539
216	0.312521
217	0.312732
218	0.305592
219	-3.94061e-42
220	0.272972
221	-3.51998e-42
222	0.242241
223	0.227374
224	0.210458
225	0.193946
226	0.18481
227	0.16628
228	0.160705
229	-2.0723e-42
230	0.947956
231	0.173653
232	-2.23926e-42
233	0.204243
234	0.921831
235	0.896293
236	0.329492
237	0.329818
238	0.825884
239	-1.06498e-41
240	0.404168
241	0.453264
242	0.786706
243	0.454911
244	0.40301
245	0.780198
246	0.72987
247	0.509496
248	0.598706
249	0.576073
250	0.727275
251	-9.37822e-42
252	1.20932e-82
253	-1.55942e-123
254	0.43759
255	-5.64272e-42
256	0.378092
257	0.453946
258	-5.85364e-42
259	0.826723
260	-1.06606e-41
261	0.355483
262	-4.58396e-42
263	0.769179
264	0.390655
265	0.553535
266	0.736912
267	0.542749
268	-6.99876e-42
269	9.02491e-83
270	0.465223
271	0.764606
272	0.457114
273	0.431173
274	0.406975
275	0.331518
276	0.285966
277	0.303275
278	0.2713
279	0.898401
280	-1.15849e-41
281	0.257335
282	0.863216
283	-1.11312e-41
284	0.796315
285	-1.02685e-41
286	0.472716
287	0.496067
288	-6.39679e-42
289	0.420706
290	0.78595
291	-1.01348e-41
292	1.30689e-82
293	0.443625
294	0.724653
295	-9.34441e-42
296	1.20496e-82
297	0.5771
298	0.506474
299	-6.53099e-42
300	0.762279
301	-9.8296e-42
302	0.680058
303	-8.76935e-42
304	0.605169
305	0.564137
306	0.668566
307	0.577691
308	-7.44934e-42
309	0.667165
310	0.600377
311	0.682351
312	0.638326
313	0.566611
314	-7.30645e-42
315	0.48838
316	0.703424
317	0.712176
318	0.549364
319	0.663104
320	-8.55074e-42
321	0.572679
322	-7.3847e-42
323	0.439964
324	-5.67334e-42
325	7.31578e-83
326	0.422444
327	0.328202
328	0.814704
329	0.776689
330	0.482999
331	0.667941
332	0.56829
333	0.668779
334	-8.62391e-42
335	0.622751
336	0.538335
337	0.442855
338	0.663053
339	0.382339
340	-4.93027e-42
341	0.662713
342	0.316138
343	0.752368
344	0.707636
345	0.663944
346	-8.56156e-42
347	0.396172
348	-5.10864e-42
349	0.350147
350	0.317854
351	0.282337
352	-3.64074e-42
353	0.790101
354	0.27252
355	0.551467
356	0.258146
357	0.435973
358	0.826912
359	0.242226
360	0.245442
361	0.412135
362	0.216602
363	0.842506
364	-1.08641e-41
365	0.246305
366	0.427263
367	-5.50956e-42
368	0.356213
369	0.205383
370	0.861418
371	0.221269
372	0.35507
373	-4.57863e-42
374	0.318049
375	0.853036
376	0.817399
377	0.438316
378	0.337294
379	0.735139
380	0.375642
381	-4.84391e-42
382	0.368368
383	0.336663
384	0.502302
385	0.418251
386	-5.39335e-42
387	0.215849
388	-2.78337e-42
389	0.19143
390	0.179781
391	0.242611
392	0.891977
393	-1.15021e-41
394	1.48319e-82
395	0.840587
396	0.256962
397	0.414135
398	0.260076
399	-3.35369e-42
400	4.32459e-83
401	0.337386
402	0.215767
403	-2.78232e-42
404	3.5878e-83
405	-4.62647e-124
406	0.187078
407	0.869655
408	0.212052
409	0.817612
410	-1.05431e-41
411	1.35954e-82
412	0.517265
413	0.450495
414	0.27783
415	-3.58262e-42
416	4.61979e-83
417	0.284223
418	0.850994
419	0.813714
420	0.726887
421	-9.37322e-42
422	0.472899
423	0.810646
424	0.69668
425	0.548909
426	0.519409
427	0.628951
428	0.519789
429	-6.70268e-42
430	0.774044
431	0.724924
432	0.46818
433	-6.03719e-42
434	0.537078
435	-6.92562e-42
436	0.420972
437	-5.42843e-42
438	0.384625
439	-4.95974e-42
440	6.39559e-83
441	0.310216
442	-4.00024e-42
443	0.270149
